Index,0 [STRING(0x0)][0x0],1,0,0,0
13757,"Ishgardian Knight's Choker",40,"44,1,0,0","0,0,0,0",2
13759,"Ishgardian Knight's Bracelets",42,"44,1,0,0","0,0,0,0",2
13761,"Ishgardian Knight's Earrings",41,"44,1,0,0","0,0,0,0",2
13763,"Ishgardian Knight's Ring",43,"44,1,0,0","0,0,0,0",2
13765,"Ishgardian Monastic's Choker",40,"44,1,0,0","0,0,0,0",2
13767,"Ishgardian Monastic's Bracelets",42,"44,1,0,0","0,0,0,0",2
13769,"Ishgardian Monastic's Earrings",41,"44,1,0,0","0,0,0,0",2
13771,"Ishgardian Monastic's Ring",43,"44,1,0,0","0,0,0,0",2
13773,"Ishgardian Outrider's Choker",40,"44,1,0,0","0,0,0,0",2
13775,"Ishgardian Outrider's Bracelets",42,"44,1,0,0","0,0,0,0",2
13777,"Ishgardian Outrider's Earrings",41,"44,1,0,0","0,0,0,0",2
13779,"Ishgardian Outrider's Ring",43,"44,1,0,0","0,0,0,0",2
13781,"Ishgardian Chaplain's Choker",40,"44,1,0,0","0,0,0,0",2
13783,"Ishgardian Chaplain's Bracelets",42,"44,1,0,0","0,0,0,0",2
13785,"Ishgardian Chaplain's Earrings",41,"44,1,0,0","0,0,0,0",2
13787,"Ishgardian Chaplain's Ring",43,"44,1,0,0","0,0,0,0",2
13789,"Ishgardian Historian's Choker",40,"44,1,0,0","0,0,0,0",2
13791,"Ishgardian Historian's Bracelets",42,"44,1,0,0","0,0,0,0",2
13793,"Ishgardian Historian's Earrings",41,"44,1,0,0","0,0,0,0",2
13795,"Ishgardian Historian's Ring",43,"44,1,0,0","0,0,0,0",2
13797,"Woad Skyraider's Choker",40,"58,1,0,0","0,0,0,0",2
13799,"Woad Skyraider's Bangle",42,"58,1,0,0","0,0,0,0",2
13801,"Woad Skyraider's Earrings",41,"58,1,0,0","0,0,0,0",2
13803,"Woad Skyraider's Ring",43,"58,1,0,0","0,0,0,0",2
13805,"Woad Skywarrior's Choker",40,"58,1,0,0","0,0,0,0",2
13807,"Woad Skywarrior's Bangle",42,"58,1,0,0","0,0,0,0",2
13809,"Woad Skywarrior's Earrings",41,"58,1,0,0","0,0,0,0",2
13811,"Woad Skywarrior's Ring",43,"58,1,0,0","0,0,0,0",2
13813,"Woad Skyhunter's Choker",40,"58,1,0,0","0,0,0,0",2
13815,"Woad Skyhunter's Bangle",42,"58,1,0,0","0,0,0,0",2
13817,"Woad Skyhunter's Earrings",41,"58,1,0,0","0,0,0,0",2
13819,"Woad Skyhunter's Ring",43,"58,1,0,0","0,0,0,0",2
13821,"Woad Skydruid's Choker",40,"58,1,0,0","0,0,0,0",2
13823,"Woad Skydruid's Bangle",42,"58,1,0,0","0,0,0,0",2
13825,"Woad Skydruid's Earrings",41,"58,1,0,0","0,0,0,0",2
13827,"Woad Skydruid's Ring",43,"58,1,0,0","0,0,0,0",2
13829,"Woad Skywicce's Choker",40,"58,1,0,0","0,0,0,0",2
13831,"Woad Skywicce's Bangle",42,"58,1,0,0","0,0,0,0",2
13833,"Woad Skywicce's Earrings",41,"58,1,0,0","0,0,0,0",2
13835,"Woad Skywicce's Ring",43,"58,1,0,0","0,0,0,0",2
13837,"Orthodox Choker of Fending",40,"59,1,0,0","0,0,0,0",2
13839,"Orthodox Bracelet of Fending",42,"59,1,0,0","0,0,0,0",2
13841,"Orthodox Earrings of Fending",41,"59,1,0,0","0,0,0,0",2
13843,"Orthodox Ring of Fending",43,"59,1,0,0","0,0,0,0",2
13845,"Orthodox Choker of Slaying",40,"59,1,0,0","0,0,0,0",2
13847,"Orthodox Bracelet of Slaying",42,"59,1,0,0","0,0,0,0",2
13849,"Orthodox Earrings of Slaying",41,"59,1,0,0","0,0,0,0",2
13851,"Orthodox Ring of Slaying",43,"59,1,0,0","0,0,0,0",2
13853,"Orthodox Choker of Aiming",40,"59,1,0,0","0,0,0,0",2
13855,"Orthodox Bracelet of Aiming",42,"59,1,0,0","0,0,0,0",2
13857,"Orthodox Earrings of Aiming",41,"59,1,0,0","0,0,0,0",2
13859,"Orthodox Ring of Aiming",43,"59,1,0,0","0,0,0,0",2
13861,"Orthodox Choker of Healing",40,"59,1,0,0","0,0,0,0",2
13863,"Orthodox Bracelet of Healing",42,"59,1,0,0","0,0,0,0",2
13865,"Orthodox Earrings of Healing",41,"59,1,0,0","0,0,0,0",2
13867,"Orthodox Ring of Healing",43,"59,1,0,0","0,0,0,0",2
13869,"Orthodox Choker of Casting",40,"59,1,0,0","0,0,0,0",2
13871,"Orthodox Bracelet of Casting",42,"59,1,0,0","0,0,0,0",2
13873,"Orthodox Earrings of Casting",41,"59,1,0,0","0,0,0,0",2
13875,"Orthodox Ring of Casting",43,"59,1,0,0","0,0,0,0",2
13877,"Halonic Inquisitor's Choker",40,"44,1,0,0","0,0,0,0",2
13879,"Halonic Inquisitor's Bracelets",42,"44,1,0,0","0,0,0,0",2
13881,"Halonic Inquisitor's Earrings",41,"44,1,0,0","0,0,0,0",2
13883,"Halonic Inquisitor's Ring",43,"44,1,0,0","0,0,0,0",2
13885,"Halonic Friar's Choker",40,"44,1,0,0","0,0,0,0",2
13887,"Halonic Friar's Bracelets",42,"44,1,0,0","0,0,0,0",2
13889,"Halonic Friar's Earrings",41,"44,1,0,0","0,0,0,0",2
13891,"Halonic Friar's Ring",43,"44,1,0,0","0,0,0,0",2
13893,"Halonic Auditor's Choker",40,"44,1,0,0","0,0,0,0",2
13895,"Halonic Auditor's Bracelets",42,"44,1,0,0","0,0,0,0",2
13897,"Halonic Auditor's Earrings",41,"44,1,0,0","0,0,0,0",2
13899,"Halonic Auditor's Ring",43,"44,1,0,0","0,0,0,0",2
13901,"Halonic Priest's Choker",40,"44,1,0,0","0,0,0,0",2
13903,"Halonic Priest's Bracelets",42,"44,1,0,0","0,0,0,0",2
13905,"Halonic Priest's Earrings",41,"44,1,0,0","0,0,0,0",2
13907,"Halonic Priest's Ring",43,"44,1,0,0","0,0,0,0",2
13909,"Halonic Exorcist's Choker",40,"44,1,0,0","0,0,0,0",2
13911,"Halonic Exorcist's Bracelets",42,"44,1,0,0","0,0,0,0",2
13913,"Halonic Exorcist's Earrings",41,"44,1,0,0","0,0,0,0",2
13915,"Halonic Exorcist's Ring",43,"44,1,0,0","0,0,0,0",2
13917,"Sharlayan Custodian's Choker",40,"58,1,0,0","0,0,0,0",2
13919,"Sharlayan Custodian's Bangle",42,"58,1,0,0","0,0,0,0",2
13921,"Sharlayan Custodian's Earrings",41,"58,1,0,0","0,0,0,0",2
13923,"Sharlayan Custodian's Ring",43,"58,1,0,0","0,0,0,0",2
13925,"Sharlayan Pankratiast's Choker",40,"58,1,0,0","0,0,0,0",2
13927,"Sharlayan Pankratiast's Bangle",42,"58,1,0,0","0,0,0,0",2
13929,"Sharlayan Pankratiast's Earrings",41,"58,1,0,0","0,0,0,0",2
13931,"Sharlayan Pankratiast's Ring",43,"58,1,0,0","0,0,0,0",2
13933,"Sharlayan Conservator's Choker",40,"58,1,0,0","0,0,0,0",2
13935,"Sharlayan Conservator's Bangle",42,"58,1,0,0","0,0,0,0",2
13937,"Sharlayan Conservator's Earrings",41,"58,1,0,0","0,0,0,0",2
13939,"Sharlayan Conservator's Ring",43,"58,1,0,0","0,0,0,0",2
13941,"Sharlayan Preceptor's Choker",40,"58,1,0,0","0,0,0,0",2
13943,"Sharlayan Preceptor's Bangle",42,"58,1,0,0","0,0,0,0",2
13945,"Sharlayan Preceptor's Earrings",41,"58,1,0,0","0,0,0,0",2
13947,"Sharlayan Preceptor's Ring",43,"58,1,0,0","0,0,0,0",2
13949,"Sharlayan Philosopher's Choker",40,"58,1,0,0","0,0,0,0",2
13951,"Sharlayan Philosopher's Bangle",42,"58,1,0,0","0,0,0,0",2
13953,"Sharlayan Philosopher's Earrings",41,"58,1,0,0","0,0,0,0",2
13955,"Sharlayan Philosopher's Ring",43,"58,1,0,0","0,0,0,0",2
13957,"Valerian Terror Knight's Choker",40,"59,1,0,0","0,0,0,0",2
13959,"Valerian Terror Knight's Bracelet",42,"59,1,0,0","0,0,0,0",2
13961,"Valerian Terror Knight's Earrings",41,"59,1,0,0","0,0,0,0",2
13963,"Valerian Terror Knight's Ring",43,"59,1,0,0","0,0,0,0",2
13965,"Valerian Smuggler's Choker",40,"59,1,0,0","0,0,0,0",2
13967,"Valerian Smuggler's Bracelet",42,"59,1,0,0","0,0,0,0",2
13969,"Valerian Smuggler's Earrings",41,"59,1,0,0","0,0,0,0",2
13971,"Valerian Smuggler's Ring",43,"59,1,0,0","0,0,0,0",2
13973,"Valerian Fusilier's Choker",40,"59,1,0,0","0,0,0,0",2
13975,"Valerian Fusilier's Bracelet",42,"59,1,0,0","0,0,0,0",2
13977,"Valerian Fusilier's Earrings",41,"59,1,0,0","0,0,0,0",2
13979,"Valerian Fusilier's Ring",43,"59,1,0,0","0,0,0,0",2
13981,"Valerian Shaman's Choker",40,"59,1,0,0","0,0,0,0",2
13983,"Valerian Shaman's Bracelet",42,"59,1,0,0","0,0,0,0",2
13985,"Valerian Shaman's Earrings",41,"59,1,0,0","0,0,0,0",2
13987,"Valerian Shaman's Ring",43,"59,1,0,0","0,0,0,0",2
13989,"Valerian Wizard's Choker",40,"59,1,0,0","0,0,0,0",2
13991,"Valerian Wizard's Bracelet",42,"59,1,0,0","0,0,0,0",2
13993,"Valerian Wizard's Earrings",41,"59,1,0,0","0,0,0,0",2
13995,"Valerian Wizard's Ring",43,"59,1,0,0","0,0,0,0",2
13997,"Lynxfang Armet",34,"269,1,0,0","0,0,0,0",2
13999,"Lynxfang Cuirass",35,"269,1,0,0","0,0,0,0",2
14001,"Lynxfang Gauntlets",37,"124,3,0,0","0,0,0,0",2
14003,"Lynxfang Breeches",36,"124,3,0,0","0,0,0,0",2
14005,"Lynxfang Sabatons",38,"124,3,0,0","0,0,0,0",2
14007,"Lynxliege Armet",34,"269,2,0,0","0,0,0,0",2
14009,"Lynxliege Cuirass",35,"269,2,0,0","0,0,0,0",2
14011,"Lynxliege Gauntlets",37,"124,4,0,0","0,0,0,0",2
14013,"Lynxliege Breeches",36,"124,4,0,0","0,0,0,0",2
14015,"Lynxliege Sabatons",38,"124,4,0,0","0,0,0,0",2
14017,"Parrotbeak Mask",34,"278,1,0,0","0,0,0,0",2
14019,"Parrotbeak Coat",35,"128,3,0,0","0,0,0,0",2
14021,"Parrotbeak Gloves",37,"128,3,0,0","0,0,0,0",2
14023,"Parrotbeak Breeches",36,"128,3,0,0","0,0,0,0",2
14025,"Parrotbeak Boots",38,"128,3,0,0","0,0,0,0",2
14027,"Parrotliege Mask",34,"278,2,0,0","0,0,0,0",2
14029,"Parrotliege Coat",35,"128,4,0,0","0,0,0,0",2
14031,"Parrotliege Gloves",37,"128,4,0,0","0,0,0,0",2
14033,"Parrotliege Breeches",36,"128,4,0,0","0,0,0,0",2
14035,"Parrotliege Boots",38,"128,4,0,0","0,0,0,0",2
14037,"Owlsight Hood",34,"277,1,0,0","0,0,0,0",2
14039,"Owlsight Coat",35,"277,1,0,0","0,0,0,0",2
14041,"Owlsight Armguards",37,"277,1,0,0","0,0,0,0",2
14043,"Owlsight Hose",36,"129,3,0,0","0,0,0,0",2
14045,"Owlsight Boots",38,"129,3,0,0","0,0,0,0",2
14047,"Owlliege Hood",34,"277,2,0,0","0,0,0,0",2
14049,"Owlliege Coat",35,"277,2,0,0","0,0,0,0",2
14051,"Owlliege Armguards",37,"277,2,0,0","0,0,0,0",2
14053,"Owlliege Hose",36,"129,4,0,0","0,0,0,0",2
14055,"Owlliege Boots",38,"129,4,0,0","0,0,0,0",2
14057,"Field Commander's Helm",34,"295,1,0,0","0,0,0,0",2
14059,"Field Commander's Coat",35,"295,1,0,0","0,0,0,0",2
14061,"Field Commander's Gloves",37,"295,1,0,0","0,0,0,0",2
14063,"Field Commander's Slops",36,"295,1,0,0","0,0,0,0",2
14065,"Field Commander's Boots",38,"295,1,0,0","0,0,0,0",2
14066,"Ishgardian Tea",46,"9901,2,1,0","0,0,0,0",2
14067,"Frozen Spirits",46,"9901,2,1,0","0,0,0,0",2
14068,"Hot Chocolate",46,"9901,2,1,0","0,0,0,0",2
14069,"Fig Bavarois",46,"9901,8,1,0","0,0,0,0",2
14070,"Sohm Al Tart",46,"9901,8,1,0","0,0,0,0",2
14071,"Marron Glace",46,"9901,8,1,0","0,0,0,0",2
14072,"Creme Brulee",46,"9901,8,1,0","0,0,0,0",2
14073,"Kaiser Roll",46,"9901,1,1,0","0,0,0,0",2
14074,"Ishgardian Muffin",46,"9901,1,1,0","0,0,0,0",2
14075,"Liver-cheese Sandwich",46,"9901,1,1,0","0,0,0,0",2
14076,"Almond Cream Croissant",46,"9901,1,1,0","0,0,0,0",2
14077,"Sauteed Porcini",46,"9901,10,1,0","0,0,0,0",2
14078,"Morel Salad",46,"9901,10,1,0","0,0,0,0",2
14079,"Grilled Sweetfish",46,"9901,7,1,0","0,0,0,0",2
14080,"Baked Pipira Pira",46,"9901,7,1,0","0,0,0,0",2
14081,"Urchin Loaf",46,"9901,7,1,0","0,0,0,0",2
14082,"Cockatrice Meatballs",46,"9901,6,1,0","0,0,0,0",2
14083,"Royal Eggs",46,"9901,11,1,0","0,0,0,0",2
14084,"Deep-fried Okeanis",46,"9901,6,1,0","0,0,0,0",2
14085,"Baked Onion Soup",46,"9901,12,1,0","0,0,0,0",2
14086,"Beet Soup",46,"9901,12,1,0","0,0,0,0",2
14087,"Emerald Soup",46,"9901,12,1,0","0,0,0,0",2
14088,"Clam Chowder",46,"9901,12,1,0","0,0,0,0",2
14089,"Seafood Stew",46,"9901,12,1,0","0,0,0,0",2
14090,"Stuffed Cabbage Rolls",46,"9901,12,1,0","0,0,0,0",2
14091,"Dhalmel Gratin",46,"9901,12,1,0","0,0,0,0",2
14092,"Stuffed Chysahl",46,"9901,9,1,0","0,0,0,0",2
14093,"Dhalmel Fricassee",46,"9901,12,1,0","0,0,0,0",2
14094,"Snurbleberry Tart",46,"9901,8,1,0","0,0,0,0",2
14095,"Yak Milk",45,"9901,2,1,0","0,0,0,0",2
14096,"Heavens Lemon",45,"9901,16,1,0","0,0,0,0",2
14097,"Old World Fig",45,"9901,16,1,0","0,0,0,0",2
14098,"Cloud Banana",45,"9901,16,1,0","0,0,0,0",2
14099,"Snurbleberry",45,"9901,16,1,0","0,0,0,0",2
14101,"Behemoth Earring",41,"70,1,0,0","0,0,0,0",2
14103,"Qiqirn Earring",41,"71,1,0,0","0,0,0,0",2
14105,"Chivalric Coat of Fending",35,"228,1,0,0","0,0,0,0",2
14107,"Chivalric Coat of Maiming",35,"228,2,0,0","0,0,0,0",2
14109,"Chivalric Coat of Striking",35,"24,36,0,0","0,0,0,0",2
14111,"Chivalric Battledress of Aiming",35,"206,4,0,0","0,0,0,0",2
14113,"Chivalric Coat of Scouting",35,"24,37,0,0","0,0,0,0",2
14115,"Chivalric Doublet of Healing",35,"235,1,0,0","0,0,0,0",2
14117,"Chivalric Doublet of Casting",35,"235,2,0,0","0,0,0,0",2
14118,"Millmaster's Saw",12,"5004,1,1,0","5081,2,1,0",2
14119,"Forgemaster's Hammer",14,"5101,3,1,0","5181,2,1,0",2
14120,"Hammermaster's Beetle",16,"5201,5,1,0","5281,2,1,0",2
14121,"Gemmaster's Mallet",18,"5301,4,1,0","5381,2,1,0",2
14122,"Hidemaster's Knife",20,"5403,1,1,0","5481,2,1,0",2
14123,"Boltmaster's Needle",22,"5501,3,1,0","0,0,0,0",2
14124,"Cauldronmaster's Alembic",24,"5603,2,1,0","5682,1,1,0",2
14125,"Galleymaster's Frypan",26,"5701,6,1,0","5722,1,1,0",2
14127,"Millmaster's Cap",34,"209,1,0,0","0,0,0,0",2
14129,"Millmaster's Apron",35,"209,1,0,0","0,0,0,0",2
14131,"Millmaster's Gloves",37,"209,1,0,0","0,0,0,0",2
14133,"Millmaster's Slops",36,"209,1,0,0","0,0,0,0",2
14135,"Millmaster's Workboots",38,"209,1,0,0","0,0,0,0",2
14137,"Forgemaster's Goggles",34,"210,1,0,0","0,0,0,0",2
14139,"Forgemaster's Redingote",35,"210,1,0,0","0,0,0,0",2
14141,"Forgemaster's Gloves",37,"210,1,0,0","0,0,0,0",2
14143,"Forgemaster's Slops",36,"210,1,0,0","0,0,0,0",2
14145,"Forgemaster's Sandals",38,"210,1,0,0","0,0,0,0",2
14147,"Hammermaster's Visor",34,"211,1,0,0","0,0,0,0",2
14149,"Hammermaster's Waist Apron",35,"211,1,0,0","0,0,0,0",2
14151,"Hammermaster's Work Gloves",37,"211,1,0,0","0,0,0,0",2
14153,"Hammermaster's Slops",36,"211,1,0,0","0,0,0,0",2
14155,"Hammermaster's Workboots",38,"211,1,0,0","0,0,0,0",2
14157,"Gemmaster's Coronal",34,"212,1,0,0","0,0,0,0",2
14159,"Gemmaster's Gown",35,"212,1,0,0","0,0,0,0",2
14161,"Gemmaster's Chaplets",37,"212,1,0,0","0,0,0,0",2
14163,"Gemmaster's Trousers",36,"212,1,0,0","0,0,0,0",2
14165,"Gemmaster's Sandals",38,"212,1,0,0","0,0,0,0",2
14167,"Hidemaster's Cap",34,"213,1,0,0","0,0,0,0",2
14169,"Hidemaster's Apron",35,"213,1,0,0","0,0,0,0",2
14171,"Hidemaster's Gloves",37,"213,1,0,0","0,0,0,0",2
14173,"Hidemaster's Trousers",36,"213,1,0,0","0,0,0,0",2
14175,"Hidemaster's Workboots",38,"213,1,0,0","0,0,0,0",2
14177,"Boltmaster's Gibus",34,"214,1,0,0","0,0,0,0",2
14179,"Boltmaster's Dreadnought",35,"214,1,0,0","0,0,0,0",2
14181,"Boltmaster's Gloves",37,"214,1,0,0","0,0,0,0",2
14183,"Boltmaster's Slacks",36,"214,1,0,0","0,0,0,0",2
14185,"Boltmaster's Top Boots",38,"214,1,0,0","0,0,0,0",2
14187,"Cauldronmaster's Spectacles",34,"215,1,0,0","0,0,0,0",2
14189,"Cauldronmaster's Overcoat",35,"215,1,0,0","0,0,0,0",2
14191,"Cauldronmaster's Gloves",37,"215,1,0,0","0,0,0,0",2
14193,"Cauldronmaster's Longkilt",36,"215,1,0,0","0,0,0,0",2
14195,"Cauldronmaster's Jackboots",38,"215,1,0,0","0,0,0,0",2
14197,"Galleymaster's Toque",34,"216,1,0,0","0,0,0,0",2
14199,"Galleymaster's Whites",35,"216,1,0,0","0,0,0,0",2
14201,"Galleymaster's Gloves",37,"216,1,0,0","0,0,0,0",2
14203,"Galleymaster's Trousers",36,"216,1,0,0","0,0,0,0",2
14205,"Galleymaster's Top Boots",38,"216,1,0,0","0,0,0,0",2
14207,"Witch's Hat",34,"316,1,0,0","0,0,0,0",2
14209,"Witch's Coatee",35,"316,1,0,0","0,0,0,0",2
14211,"Witch's Gloves",37,"316,1,0,0","0,0,0,0",2
14213,"Witch's Thighboots",38,"316,1,0,0","0,0,0,0",2
14214,"House Fortemps Kite Shield",11,"101,9,2,0","0,0,0,0",2
14216,"Void Ark Helm of Fending",34,"301,1,0,0","0,0,0,0",2
14218,"Void Ark Armor of Fending",35,"301,1,0,0","0,0,0,0",2
14220,"Void Ark Gauntlets of Fending",37,"301,1,0,0","0,0,0,0",2
14222,"Void Ark Skirt of Fending",36,"301,1,0,0","0,0,0,0",2
14224,"Void Ark Sabatons of Fending",38,"301,1,0,0","0,0,0,0",2
14226,"Void Ark Helm of Maiming",34,"301,2,0,0","0,0,0,0",2
14228,"Void Ark Mail of Maiming",35,"302,1,0,0","0,0,0,0",2
14230,"Void Ark Gauntlets of Maiming",37,"301,2,0,0","0,0,0,0",2
14232,"Void Ark Breeches of Maiming",36,"302,1,0,0","0,0,0,0",2
14234,"Void Ark Greaves of Maiming",38,"301,2,0,0","0,0,0,0",2
14236,"Void Ark Halfmask of Striking",34,"303,1,0,0","0,0,0,0",2
14238,"Void Ark Coat of Striking",35,"303,1,0,0","0,0,0,0",2
14240,"Void Ark Halfgloves of Striking",37,"303,1,0,0","0,0,0,0",2
14242,"Void Ark Trousers of Striking",36,"303,1,0,0","0,0,0,0",2
14244,"Void Ark Boots of Striking",38,"303,1,0,0","0,0,0,0",2
14246,"Void Ark Cap of Aiming",34,"304,1,0,0","0,0,0,0",2
14248,"Void Ark Jacket of Aiming",35,"304,1,0,0","0,0,0,0",2
14250,"Void Ark Gloves of Aiming",37,"304,1,0,0","0,0,0,0",2
14252,"Void Ark Breeches of Aiming",36,"304,1,0,0","0,0,0,0",2
14254,"Void Ark Boots of Aiming",38,"304,1,0,0","0,0,0,0",2
14256,"Void Ark Cap of Scouting",34,"304,2,0,0","0,0,0,0",2
14258,"Void Ark Jacket of Scouting",35,"304,2,0,0","0,0,0,0",2
14260,"Void Ark Gloves of Scouting",37,"304,2,0,0","0,0,0,0",2
14262,"Void Ark Breeches of Scouting",36,"304,2,0,0","0,0,0,0",2
14264,"Void Ark Shoes of Scouting",38,"304,2,0,0","0,0,0,0",2
14266,"Void Ark Hat of Healing",34,"305,1,0,0","0,0,0,0",2
14268,"Void Ark Robe of Healing",35,"305,1,0,0","0,0,0,0",2
14270,"Void Ark Gloves of Healing",37,"305,1,0,0","0,0,0,0",2
14272,"Void Ark Breeches of Healing",36,"304,3,0,0","0,0,0,0",2
14274,"Void Ark Boots of Healing",38,"305,1,0,0","0,0,0,0",2
14276,"Void Ark Hat of Casting",34,"305,2,0,0","0,0,0,0",2
14278,"Void Ark Robe of Casting",35,"305,2,0,0","0,0,0,0",2
14280,"Void Ark Gloves of Casting",37,"305,2,0,0","0,0,0,0",2
14282,"Void Ark Breeches of Casting",36,"304,4,0,0","0,0,0,0",2
14284,"Void Ark Boots of Casting",38,"305,2,0,0","0,0,0,0",2
14286,"Tricorne of the Defiant Duelist",34,"337,1,0,0","0,0,0,0",2
14288,"Coat of the Defiant Duelist",35,"337,1,0,0","0,0,0,0",2
14290,"Gloves of the Defiant Duelist",37,"337,1,0,0","0,0,0,0",2
14292,"Trousers of the Defiant Duelist",36,"337,1,0,0","0,0,0,0",2
14294,"Boots of the Defiant Duelist",38,"337,1,0,0","0,0,0,0",2
14296,"Tricorne of the Daring Duelist",34,"337,2,0,0","0,0,0,0",2
14298,"Coat of the Daring Duelist",35,"337,2,0,0","0,0,0,0",2
14300,"Gloves of the Daring Duelist",37,"337,2,0,0","0,0,0,0",2
14302,"Trousers of the Daring Duelist",36,"337,2,0,0","0,0,0,0",2
14304,"Boots of the Daring Duelist",38,"337,2,0,0","0,0,0,0",2
14306,"Hat of the Red Thief",34,"338,1,0,0","0,0,0,0",2
14308,"Coat of the Red Thief",35,"338,1,0,0","0,0,0,0",2
14310,"Gloves of the Red Thief",37,"338,1,0,0","0,0,0,0",2
14312,"Trousers of the Red Thief",36,"338,1,0,0","0,0,0,0",2
14314,"Boots of the Red Thief",38,"338,1,0,0","0,0,0,0",2
14316,"Hat of the Lost Thief",34,"338,3,0,0","0,0,0,0",2
14318,"Coat of the Lost Thief",35,"338,3,0,0","0,0,0,0",2
14320,"Gloves of the Lost Thief",37,"338,3,0,0","0,0,0,0",2
14322,"Trousers of the Lost Thief",36,"338,3,0,0","0,0,0,0",2
14324,"Boots of the Lost Thief",38,"338,3,0,0","0,0,0,0",2
14326,"Hat of the Ghost Thief",34,"338,2,0,0","0,0,0,0",2
14328,"Coat of the Ghost Thief",35,"338,2,0,0","0,0,0,0",2
14330,"Gloves of the Ghost Thief",37,"338,2,0,0","0,0,0,0",2
14332,"Trousers of the Ghost Thief",36,"338,2,0,0","0,0,0,0",2
14334,"Boots of the Ghost Thief",38,"338,2,0,0","0,0,0,0",2
14336,"Plague Doctor's Mask",34,"339,1,0,0","0,0,0,0",2
14338,"Plague Doctor's Coat",35,"339,1,0,0","0,0,0,0",2
14340,"Plague Doctor's Gloves",37,"339,1,0,0","0,0,0,0",2
14342,"Plague Doctor's Trousers",36,"339,1,0,0","0,0,0,0",2
14344,"Plague Doctor's Shoes",38,"339,1,0,0","0,0,0,0",2
14346,"Plague Bringer's Mask",34,"339,2,0,0","0,0,0,0",2
14348,"Plague Bringer's Coat",35,"339,2,0,0","0,0,0,0",2
14350,"Plague Bringer's Gloves",37,"339,2,0,0","0,0,0,0",2
14352,"Plague Bringer's Trousers",36,"339,2,0,0","0,0,0,0",2
14354,"Plague Bringer's Shoes",38,"339,2,0,0","0,0,0,0",2
14356,"Choker of the Defiant Duelist",40,"58,2,0,0","0,0,0,0",2
14358,"Earrings of the Defiant Duelist",41,"58,2,0,0","0,0,0,0",2
14360,"Bracelet of the Defiant Duelist",42,"58,2,0,0","0,0,0,0",2
14362,"Ring of the Defiant Duelist",43,"58,2,0,0","0,0,0,0",2
14364,"Choker of the Daring Duelist",40,"58,2,0,0","0,0,0,0",2
14366,"Earrings of the Daring Duelist",41,"58,2,0,0","0,0,0,0",2
14368,"Bracelet of the Daring Duelist",42,"58,2,0,0","0,0,0,0",2
14370,"Ring of the Daring Duelist",43,"58,2,0,0","0,0,0,0",2
14372,"Choker of the Lost Thief",40,"58,2,0,0","0,0,0,0",2
14374,"Earrings of the Lost Thief",41,"58,2,0,0","0,0,0,0",2
14376,"Bracelet of the Lost Thief",42,"58,2,0,0","0,0,0,0",2
14378,"Ring of the Lost Thief",43,"58,2,0,0","0,0,0,0",2
14380,"Plague Doctor's Choker",40,"58,2,0,0","0,0,0,0",2
14382,"Plague Doctor's Earrings",41,"58,2,0,0","0,0,0,0",2
14384,"Plague Doctor's Bracelet",42,"58,2,0,0","0,0,0,0",2
14386,"Plague Doctor's Ring",43,"58,2,0,0","0,0,0,0",2
14388,"Plague Bringer's Choker",40,"58,2,0,0","0,0,0,0",2
14390,"Plague Bringer's Earrings",41,"58,2,0,0","0,0,0,0",2
14392,"Plague Bringer's Bracelet",42,"58,2,0,0","0,0,0,0",2
14394,"Plague Bringer's Ring",43,"58,2,0,0","0,0,0,0",2
14395,"Almace",2,"201,72,1,0","0,0,0,0",2
14396,"Verethragna",1,"323,3,1,0","373,3,1,0",2
14397,"Ukonvasara",3,"401,52,1,0","0,0,0,0",2
14398,"Rhongomiant",5,"501,44,1,0","0,0,0,0",2
14399,"Gandiva",4,"601,38,1,0","698,37,1,0",2
14400,"Kannagi",84,"1801,46,1,0","1851,46,1,0",2
14401,"Nothung",87,"1501,30,1,0","0,0,0,0",2
14402,"Armageddon",88,"2012,1,1,0","2099,1,1,0",2
14403,"Majestas",9,"808,1,1,0","0,0,0,0",2
14404,"Hvergelmir",7,"1001,41,1,0","0,0,0,0",2
14405,"Draconomicon",10,"1705,2,1,0","0,0,0,0",2
14406,"Tetrabiblos",98,"1715,2,1,0","0,0,0,0",2
14407,"Deneb",89,"2106,1,1,0","2199,1,57,0",2
14408,"Ancile",11,"101,45,1,0","0,0,0,0",2
14409,"Sword of the Heavens",2,"201,73,1,0","0,0,0,0",2
14410,"Knuckles of the Heavens",1,"323,2,1,0","373,2,1,0",2
14411,"Axe of the Heavens",3,"401,53,1,0","0,0,0,0",2
14412,"Halberd of the Heavens",5,"501,45,1,0","0,0,0,0",2
14413,"Bow of the Heavens",4,"601,39,1,0","698,38,1,0",2
14414,"Daggers of the Heavens",84,"1801,47,1,0","1851,47,1,0",2
14415,"Claymore of the Heavens",87,"1501,43,1,0","0,0,0,0",2
14416,"Heavensfire",88,"2014,1,1,0","2099,1,1,0",2
14417,"Cane of the Heavens",9,"801,47,1,0","0,0,0,0",2
14418,"Staff of the Heavens",7,"1008,1,1,0","0,0,0,0",2
14419,"Grimoire of the Heavens",10,"1723,1,1,0","0,0,0,0",2
14420,"Codex of the Heavens",98,"1723,1,2,0","0,0,0,0",2
14421,"Heavensmeter",89,"2101,38,1,0","2199,1,58,0",2
14422,"Shield of the Heavens",11,"101,46,1,0","0,0,0,0",2
